[34;1m:: Loading distribucio_de_polissas.sql...[0m
[32;1m>> configuration to connect to erp at http://localhost[0m
[34;1m:: Connecting to the database...[0m
codi_pais	pais	codi_ccaa	comunitat_autonoma	codi_provincia	provincia	codi_ine	municipi	quants
ES	España	09	Cataluña	08	Barcelona	08092	Gironella	10
ES	España	09	Cataluña	08	Barcelona	08094	Granada, La	1
ES	España	09	Cataluña	08	Barcelona	08095	Granera	1
ES	España	09	Cataluña	08	Barcelona	08096	Granollers	67
ES	España	09	Cataluña	08	Barcelona	08097	Gualba	8
ES	España	09	Cataluña	08	Barcelona	08099	Guardiola de Berguedà	3
ES	España	09	Cataluña	08	Barcelona	08100	Gurb	5
ES	España	09	Cataluña	08	Barcelona	08101	Hospitalet de Llobregat, L'	139
ES	España	09	Cataluña	08	Barcelona	08162	Hostalets de Pierola, Els	5
ES	España	09	Cataluña	08	Barcelona	08102	Igualada	57
ES	España	09	Cataluña	08	Barcelona	08103	Jorba	1
ES	España	09	Cataluña	08	Barcelona	08104	Llacuna, La	10
ES	España	09	Cataluña	08	Barcelona	08105	Llagosta, La	3
ES	España	09	Cataluña	08	Barcelona	08107	Lliçà d'Amunt	12
ES	España	09	Cataluña	08	Barcelona	08108	Lliçà de Vall	1
ES	España	09	Cataluña	08	Barcelona	08106	Llinars del Vallès	14
ES	España	09	Cataluña	08	Barcelona	08109	Lluçà	1
ES	España	09	Cataluña	08	Barcelona	08110	Malgrat de Mar	23
ES	España	09	Cataluña	08	Barcelona	08112	Manlleu	31
ES	España	09	Cataluña	08	Barcelona	08113	Manresa	154
ES	España	09	Cataluña	08	Barcelona	08114	Martorell	15
ES	España	09	Cataluña	08	Barcelona	08115	Martorelles	7
ES	España	09	Cataluña	08	Barcelona	08116	Masies de Roda, Les	2
ES	España	09	Cataluña	08	Barcelona	08117	Masies de Voltregà, Les	1
ES	España	09	Cataluña	08	Barcelona	08118	Masnou, El	39
ES	España	09	Cataluña	08	Barcelona	08119	Masquefa	3
ES	España	09	Cataluña	08	Barcelona	08120	Matadepera	11
ES	España	09	Cataluña	08	Barcelona	08121	Mataró	278
ES	España	09	Cataluña	08	Barcelona	08122	Mediona	11
ES	España	09	Cataluña	08	Barcelona	08138	Moià	26
ES	España	09	Cataluña	08	Barcelona	08123	Molins de Rei	65
ES	España	09	Cataluña	08	Barcelona	08124	Mollet del Vallès	68
ES	España	09	Cataluña	08	Barcelona	08128	Monistrol de Calders	4
ES	España	09	Cataluña	08	Barcelona	08127	Monistrol de Montserrat	4
ES	España	09	Cataluña	08	Barcelona	08125	Montcada i Reixac	24
ES	España	09	Cataluña	08	Barcelona	08130	Montclar	1
ES	España	09	Cataluña	08	Barcelona	08131	Montesquiu	1
ES	España	09	Cataluña	08	Barcelona	08126	Montgat	20
ES	España	09	Cataluña	08	Barcelona	08135	Montmeló	13
ES	España	09	Cataluña	08	Barcelona	08136	Montornès del Vallès	11
ES	España	09	Cataluña	08	Barcelona	08137	Montseny	1
ES	España	09	Cataluña	08	Barcelona	08129	Muntanyola	3
ES	España	09	Cataluña	08	Barcelona	08139	Mura	4
ES	España	09	Cataluña	08	Barcelona	08140	Navarcles	8
ES	España	09	Cataluña	08	Barcelona	08141	Navàs	10
ES	España	09	Cataluña	08	Barcelona	08142	Nou de Berguedà, La	4
ES	España	09	Cataluña	08	Barcelona	08143	Òdena	4
ES	España	09	Cataluña	08	Barcelona	08145	Olèrdola	4
ES	España	09	Cataluña	08	Barcelona	08147	Olesa de Montserrat	25
ES	España	09	Cataluña	08	Barcelona	08148	Olivella	4
ES	España	09	Cataluña	08	Barcelona	08149	Olost	11
ES	España	09	Cataluña	08	Barcelona	08151	Oristà	5
ES	España	09	Cataluña	08	Barcelona	08152	Orpí	1
ES	España	09	Cataluña	08	Barcelona	08153	Òrrius	9
ES	España	09	Cataluña	08	Barcelona	08154	Pacs del Penedès	1
ES	España	09	Cataluña	08	Barcelona	08155	Palafolls	14
ES	España	09	Cataluña	08	Barcelona	08156	Palau-solità i Plegamans	9
ES	España	09	Cataluña	08	Barcelona	08157	Pallejà	13
ES	España	09	Cataluña	08	Barcelona	08905	Palma de Cervelló, La	1
ES	España	09	Cataluña	08	Barcelona	08158	Papiol, El	4
ES	España	09	Cataluña	08	Barcelona	08159	Parets del Vallès	14
ES	España	09	Cataluña	08	Barcelona	08160	Perafita	2
ES	España	09	Cataluña	08	Barcelona	08161	Piera	10
ES	España	09	Cataluña	08	Barcelona	08163	Pineda de Mar	21
ES	España	09	Cataluña	08	Barcelona	08164	Pla del Penedès, El	4
ES	España	09	Cataluña	08	Barcelona	08165	Pobla de Claramunt, La	3
ES	España	09	Cataluña	08	Barcelona	08166	Pobla de Lillet, La	2
ES	España	09	Cataluña	08	Barcelona	08167	Polinyà	3
ES	España	09	Cataluña	08	Barcelona	08182	Pont de Vilomara i Rocafort, El	3
ES	España	09	Cataluña	08	Barcelona	08168	Pontons	1
ES	España	09	Cataluña	08	Barcelona	08169	Prat de Llobregat, El	44
ES	España	09	Cataluña	08	Barcelona	08171	Prats de Lluçanès	8
ES	España	09	Cataluña	08	Barcelona	08170	Prats de Rei, Els	1
ES	España	09	Cataluña	08	Barcelona	08230	Premià de Dalt	16
ES	España	09	Cataluña	08	Barcelona	08172	Premià de Mar	43
ES	España	09	Cataluña	08	Barcelona	08174	Puigdàlber	1
ES	España	09	Cataluña	08	Barcelona	08175	Puig-reig	5
ES	España	09	Cataluña	08	Barcelona	08176	Pujalt	2
ES	España	09	Cataluña	08	Barcelona	08178	Rajadell	2
ES	España	09	Cataluña	08	Barcelona	08179	Rellinars	2
ES	España	09	Cataluña	08	Barcelona	08180	Ripollet	32
ES	España	09	Cataluña	08	Barcelona	08181	Roca del Vallès, La	13
ES	España	09	Cataluña	08	Barcelona	08183	Roda de Ter	5
ES	España	09	Cataluña	08	Barcelona	08184	Rubí	95
ES	España	09	Cataluña	08	Barcelona	08185	Rubió	1
ES	España	09	Cataluña	08	Barcelona	08187	Sabadell	404
ES	España	09	Cataluña	08	Barcelona	08190	Saldes	6
ES	España	09	Cataluña	08	Barcelona	08191	Sallent	8
ES	España	09	Cataluña	08	Barcelona	08244	Santa Coloma de Cervelló	7
ES	España	09	Cataluña	08	Barcelona	08245	Santa Coloma de Gramenet	65
ES	España	09	Cataluña	08	Barcelona	08194	Sant Adrià de Besòs	21
ES	España	09	Cataluña	08	Barcelona	08246	Santa Eugènia de Berga	4
ES	España	09	Cataluña	08	Barcelona	08247	Santa Eulàlia de Riuprimer	3
ES	España	09	Cataluña	08	Barcelona	08248	Santa Eulàlia de Ronçana	8
ES	España	09	Cataluña	08	Barcelona	08249	Santa Fe del Penedès	1
ES	España	09	Cataluña	08	Barcelona	08250	Santa Margarida de Montbui	2
ES	España	09	Cataluña	08	Barcelona	08251	Santa Margarida i els Monjos	9
ES	España	09	Cataluña	08	Barcelona	08253	Santa Maria de Besora	1
ES	España	09	Cataluña	08	Barcelona	08256	Santa Maria de Martorelles	4
ES	España	09	Cataluña	08	Barcelona	08259	Santa Maria de Palautordera	42
ES	España	09	Cataluña	08	Barcelona	08258	Santa Maria d'Oló	1
ES	España	09	Cataluña	08	Barcelona	08196	Sant Andreu de la Barca	10
ES	España	09	Cataluña	08	Barcelona	08197	Sant Andreu de Llavaneres	8
ES	España	09	Cataluña	08	Barcelona	08198	Sant Antoni de Vilamajor	15
ES	España	09	Cataluña	08	Barcelona	08260	Santa Perpètua de Mogoda	18
ES	España	09	Cataluña	08	Barcelona	08261	Santa Susanna	9
ES	España	09	Cataluña	08	Barcelona	08199	Sant Bartomeu del Grau	4
ES	España	09	Cataluña	08	Barcelona	08200	Sant Boi de Llobregat	49
ES	España	09	Cataluña	08	Barcelona	08203	Sant Cebrià de Vallalta	3
ES	España	09	Cataluña	08	Barcelona	08202	Sant Celoni	83
ES	España	09	Cataluña	08	Barcelona	08204	Sant Climent de Llobregat	5
ES	España	09	Cataluña	08	Barcelona	08205	Sant Cugat del Vallès	229
ES	España	09	Cataluña	08	Barcelona	08206	Sant Cugat Sesgarrigues	1
ES	España	09	Cataluña	08	Barcelona	08207	Sant Esteve de Palautordera	17
ES	España	09	Cataluña	08	Barcelona	08208	Sant Esteve Sesrovires	12
ES	España	09	Cataluña	08	Barcelona	08210	Sant Feliu de Codines	6
ES	España	09	Cataluña	08	Barcelona	08211	Sant Feliu de Llobregat	52
ES	España	09	Cataluña	08	Barcelona	08209	Sant Fost de Campsentelles	9
ES	España	09	Cataluña	08	Barcelona	08213	Sant Fruitós de Bages	10
ES	España	09	Cataluña	08	Barcelona	08215	Sant Hipòlit de Voltregà	3
ES	España	09	Cataluña	08	Barcelona	08193	Sant Iscle de Vallalta	3
ES	España	09	Cataluña	08	Barcelona	08217	Sant Joan Despí	53
ES	España	09	Cataluña	08	Barcelona	08218	Sant Joan de Vilatorrada	10
ES	España	09	Cataluña	08	Barcelona	08903	Sant Julià de Cerdanyola	1
ES	España	09	Cataluña	08	Barcelona	08220	Sant Julià de Vilatorta	6
ES	España	09	Cataluña	08	Barcelona	08221	Sant Just Desvern	29
ES	España	09	Cataluña	08	Barcelona	08222	Sant Llorenç d'Hortons	3
ES	España	09	Cataluña	08	Barcelona	08223	Sant Llorenç Savall	11
ES	España	09	Cataluña	08	Barcelona	08224	Sant Martí de Centelles	2
ES	España	09	Cataluña	08	Barcelona	08226	Sant Martí de Tous	1
ES	España	09	Cataluña	08	Barcelona	08227	Sant Martí Sarroca	4
ES	España	09	Cataluña	08	Barcelona	08192	Santpedor	18
ES	España	09	Cataluña	08	Barcelona	08231	Sant Pere de Ribes	49
ES	España	09	Cataluña	08	Barcelona	08232	Sant Pere de Riudebitlles	5
ES	España	09	Cataluña	08	Barcelona	08233	Sant Pere de Torelló	2
ES	España	09	Cataluña	08	Barcelona	08234	Sant Pere de Vilamajor	5
ES	España	09	Cataluña	08	Barcelona	08189	Sant Pere Sallavinera	2
ES	España	09	Cataluña	08	Barcelona	08235	Sant Pol de Mar	10
ES	España	09	Cataluña	08	Barcelona	08236	Sant Quintí de Mediona	1
ES	España	09	Cataluña	08	Barcelona	08237	Sant Quirze de Besora	1
ES	España	09	Cataluña	08	Barcelona	08238	Sant Quirze del Vallès	27
ES	España	09	Cataluña	08	Barcelona	08239	Sant Quirze Safaja	1
ES	España	09	Cataluña	08	Barcelona	08240	Sant Sadurní d'Anoia	20
ES	España	09	Cataluña	08	Barcelona	08241	Sant Sadurní d'Osormort	1
ES	España	09	Cataluña	08	Barcelona	08098	Sant Salvador de Guardiola	6
ES	España	09	Cataluña	08	Barcelona	08262	Sant Vicenç de Castellet	13
ES	España	09	Cataluña	08	Barcelona	08263	Sant Vicenç dels Horts	17
ES	España	09	Cataluña	08	Barcelona	08264	Sant Vicenç de Montalt	4
ES	España	09	Cataluña	08	Barcelona	08265	Sant Vicenç de Torelló	3
ES	España	09	Cataluña	08	Barcelona	08267	Sentmenat	7
ES	España	09	Cataluña	08	Barcelona	08269	Seva	1
ES	España	09	Cataluña	08	Barcelona	08270	Sitges	46
ES	España	09	Cataluña	08	Barcelona	08271	Sobremunt	2
ES	España	09	Cataluña	08	Barcelona	08273	Subirats	7
ES	España	09	Cataluña	08	Barcelona	08274	Súria	3
ES	España	09	Cataluña	08	Barcelona	08276	Tagamanent	1
ES	España	09	Cataluña	08	Barcelona	08277	Talamanca	1
ES	España	09	Cataluña	08	Barcelona	08278	Taradell	11
ES	España	09	Cataluña	08	Barcelona	08275	Tavèrnoles	3
ES	España	09	Cataluña	08	Barcelona	08281	Teià	13
ES	España	09	Cataluña	08	Barcelona	08279	Terrassa	326
ES	España	09	Cataluña	08	Barcelona	08282	Tiana	20
ES	España	09	Cataluña	08	Barcelona	08283	Tona	6
ES	España	09	Cataluña	08	Barcelona	08284	Tordera	10
ES	España	09	Cataluña	08	Barcelona	08285	Torelló	21
ES	España	09	Cataluña	08	Barcelona	08286	Torre de Claramunt, La	1
ES	España	09	Cataluña	08	Barcelona	08287	Torrelavit	2
ES	España	09	Cataluña	08	Barcelona	08288	Torrelles de Foix	1
ES	España	09	Cataluña	08	Barcelona	08289	Torrelles de Llobregat	21
ES	España	09	Cataluña	08	Barcelona	08290	Ullastrell	2
ES	España	09	Cataluña	08	Barcelona	08291	Vacarisses	9
ES	España	09	Cataluña	08	Barcelona	08292	Vallbona d'Anoia	1
ES	España	09	Cataluña	08	Barcelona	08293	Vallcebre	2
ES	España	09	Cataluña	08	Barcelona	08294	Vallgorguina	5
ES	España	09	Cataluña	08	Barcelona	08295	Vallirana	6
ES	España	09	Cataluña	08	Barcelona	08296	Vallromanes	6
ES	España	09	Cataluña	08	Barcelona	08298	Vic	118
ES	España	09	Cataluña	08	Barcelona	08299	Vilada	1
ES	España	09	Cataluña	08	Barcelona	08301	Viladecans	35
ES	España	09	Cataluña	08	Barcelona	08300	Viladecavalls	6
ES	España	09	Cataluña	08	Barcelona	08305	Vilafranca del Penedès	104
ES	España	09	Cataluña	08	Barcelona	08306	Vilalba Sasserra	1
ES	España	09	Cataluña	08	Barcelona	08302	Vilanova del Camí	4
ES	España	09	Cataluña	08	Barcelona	08902	Vilanova del Vallès	5
ES	España	09	Cataluña	08	Barcelona	08303	Vilanova de Sau	1
ES	España	09	Cataluña	08	Barcelona	08307	Vilanova i la Geltrú	229
ES	España	09	Cataluña	08	Barcelona	08214	Vilassar de Dalt	15
ES	España	09	Cataluña	08	Barcelona	08219	Vilassar de Mar	27
ES	España	09	Cataluña	08	Barcelona	08304	Vilobí del Penedès	2
ES	España	09	Cataluña	17	Girona	17001	Agullana	2
ES	España	09	Cataluña	17	Girona	17004	Albons	3
ES	España	09	Cataluña	17	Girona	17006	Alp	7
ES	España	09	Cataluña	17	Girona	17008	Anglès	8
ES	España	09	Cataluña	17	Girona	17009	Arbúcies	25
ES	España	09	Cataluña	17	Girona	17010	Argelaguer	11
ES	España	09	Cataluña	17	Girona	17011	Armentera, L'	4
ES	España	09	Cataluña	17	Girona	17012	Avinyonet de Puigventós	1
ES	España	09	Cataluña	17	Girona	17015	Banyoles	38
ES	España	09	Cataluña	17	Girona	17016	Bàscara	1
ES	España	09	Cataluña	17	Girona	17013	Begur	11
ES	España	09	Cataluña	17	Girona	17018	Bellcaire d'Empordà	3
ES	España	09	Cataluña	17	Girona	17019	Besalú	6
ES	España	09	Cataluña	17	Girona	17020	Bescanó	10
ES	España	09	Cataluña	17	Girona	17021	Beuda	2
ES	España	09	Cataluña	17	Girona	17022	Bisbal d'Empordà, La	13
ES	España	09	Cataluña	17	Girona	17023	Blanes	35
ES	España	09	Cataluña	17	Girona	17025	Bordils	7
ES	España	09	Cataluña	17	Girona	17027	Breda	19
ES	España	09	Cataluña	17	Girona	17031	Cabanelles	2
ES	España	09	Cataluña	17	Girona	17030	Cabanes	1
ES	España	09	Cataluña	17	Girona	17032	Cadaqués	5
ES	España	09	Cataluña	17	Girona	17033	Caldes de Malavella	13
ES	España	09	Cataluña	17	Girona	17034	Calonge	16
ES	España	09	Cataluña	17	Girona	17035	Camós	2
ES	España	09	Cataluña	17	Girona	17036	Campdevànol	3
ES	España	09	Cataluña	17	Girona	17037	Campelles	2
ES	España	09	Cataluña	17	Girona	17038	Campllong	1
ES	España	09	Cataluña	17	Girona	17039	Camprodon	4
ES	España	09	Cataluña	17	Girona	17040	Canet d'Adri	1
ES	España	09	Cataluña	17	Girona	17044	Cassà de la Selva	19
ES	España	09	Cataluña	17	Girona	17047	Castelló d'Empúries	16
ES	España	09	Cataluña	17	Girona	17048	Castell-Platja d'Aro	10
ES	España	09	Cataluña	17	Girona	17189	Cellera de Ter, La	4
ES	España	09	Cataluña	17	Girona	17049	Celrà	18
ES	España	09	Cataluña	17	Girona	17051	Cistella	1
ES	España	09	Cataluña	17	Girona	17054	Colera	4
ES	España	09	Cataluña	17	Girona	17055	Colomers	2
ES	España	09	Cataluña	17	Girona	17057	Corçà	1
ES	España	09	Cataluña	17	Girona	17056	Cornellà del Terri	4
ES	España	09	Cataluña	17	Girona	17058	Crespià	1
ES	España	09	Cataluña	17	Girona	17901	Cruïlles,  Monells i Sant Sadurní de l'Heura	3
ES	España	09	Cataluña	17	Girona	17061	Das	1
ES	España	09	Cataluña	17	Girona	17062	Escala, L'	21
ES	España	09	Cataluña	17	Girona	17064	Espolla	5
ES	España	09	Cataluña	17	Girona	17065	Esponellà	3
ES	España	09	Cataluña	17	Girona	17066	Figueres	30
ES	España	09	Cataluña	17	Girona	17068	Foixà	1
ES	España	09	Cataluña	17	Girona	17069	Fontanals de Cerdanya	1
ES	España	09	Cataluña	17	Girona	17071	Fontcoberta	1
ES	España	09	Cataluña	17	Girona	17902	Forallac	7
ES	España	09	Cataluña	17	Girona	17073	Fornells de la Selva	3
ES	España	09	Cataluña	17	Girona	17076	Garrigoles	1
ES	España	09	Cataluña	17	Girona	17077	Garriguella	6
ES	España	09	Cataluña	17	Girona	17079	Girona	360
ES	España	09	Cataluña	17	Girona	17081	Gualta	1
ES	España	09	Cataluña	17	Girona	17083	Hostalric	2
ES	España	09	Cataluña	17	Girona	17084	Isòvol	1
ES	España	09	Cataluña	17	Girona	17085	Jafre	1
ES	España	09	Cataluña	17	Girona	17086	Jonquera, La	2
ES	España	09	Cataluña	17	Girona	17088	Lladó	1
ES	España	09	Cataluña	17	Girona	17089	Llagostera	15
ES	España	09	Cataluña	17	Girona	17090	Llambilles	1
ES	España	09	Cataluña	17	Girona	17091	Llanars	2
ES	España	09	Cataluña	17	Girona	17092	Llançà	6
ES	España	09	Cataluña	17	Girona	17093	Llers	2
ES	España	09	Cataluña	17	Girona	17094	Llívia	1
ES	España	09	Cataluña	17	Girona	17095	Lloret de Mar	16
ES	España	09	Cataluña	17	Girona	17096	Llosses, Les	1
ES	España	09	Cataluña	17	Girona	17102	Maçanet de Cabrenys	1
ES	España	09	Cataluña	17	Girona	17103	Maçanet de la Selva	12
ES	España	09	Cataluña	17	Girona	17097	Madremanya	3
ES	España	09	Cataluña	17	Girona	17098	Maià de Montcal	1
ES	España	09	Cataluña	17	Girona	17101	Massanes	3
ES	España	09	Cataluña	17	Girona	17105	Mieres	7
ES	España	09	Cataluña	17	Girona	17109	Montagut i Oix	1
ES	España	09	Cataluña	17	Girona	17110	Mont-ras	2
ES	España	09	Cataluña	17	Girona	17111	Navata	3
ES	España	09	Cataluña	17	Girona	17112	Ogassa	1
ES	España	09	Cataluña	17	Girona	17114	Olot	34
ES	España	09	Cataluña	17	Girona	17115	Ordis	2
ES	España	09	Cataluña	17	Girona	17117	Palafrugell	21
ES	España	09	Cataluña	17	Girona	17118	Palamós	38
ES	España	09	Cataluña	17	Girona	17119	Palau de Santa Eulàlia	3
ES	España	09	Cataluña	17	Girona	17121	Palau-sator	1
ES	España	09	Cataluña	17	Girona	17120	Palau-saverdera	2
ES	España	09	Cataluña	17	Girona	17123	Palol de Revardit	1
ES	España	09	Cataluña	17	Girona	17124	Pals	12
ES	España	09	Cataluña	17	Girona	17125	Pardines	2
ES	España	09	Cataluña	17	Girona	17126	Parlavà	2
ES	España	09	Cataluña	17	Girona	17128	Pau	1
ES	España	09	Cataluña	17	Girona	17130	Pera, La	3
ES	España	09	Cataluña	17	Girona	17133	Planes d'Hostoles, Les	5
ES	España	09	Cataluña	17	Girona	17135	Pont de Molins	1
ES	España	09	Cataluña	17	Girona	17136	Pontós	2
ES	España	09	Cataluña	17	Girona	17137	Porqueres	3
ES	España	09	Cataluña	17	Girona	17140	Port de la Selva, El	2
ES	España	09	Cataluña	17	Girona	17139	Preses, Les	2
ES	España	09	Cataluña	17	Girona	17141	Puigcerdà	9
ES	España	09	Cataluña	17	Girona	17142	Quart	2
ES	España	09	Cataluña	17	Girona	17143	Rabós	1
ES	España	09	Cataluña	17	Girona	17144	Regencós	1
ES	España	09	Cataluña	17	Girona	17145	Ribes de Freser	10
ES	España	09	Cataluña	17	Girona	17146	Riells i Viabrea	8
ES	España	09	Cataluña	17	Girona	17147	Ripoll	5
ES	España	09	Cataluña	17	Girona	17148	Riudarenes	10
ES	España	09	Cataluña	17	Girona	17149	Riudaura	2
ES	España	09	Cataluña	17	Girona	17150	Riudellots de la Selva	5
ES	España	09	Cataluña	17	Girona	17152	Roses	16
ES	España	09	Cataluña	17	Girona	17153	Rupià	1
ES	España	09	Cataluña	17	Girona	17154	Sales de Llierca	1
ES	España	09	Cataluña	17	Girona	17155	Salt	40
ES	España	09	Cataluña	17	Girona	17180	Santa Coloma de Farners	43
ES	España	09	Cataluña	17	Girona	17181	Santa Cristina d'Aro	9
ES	España	09	Cataluña	17	Girona	17183	Sant Aniol de Finestres	5
ES	España	09	Cataluña	17	Girona	17159	Sant Feliu de Buixalleu	2
ES	España	09	Cataluña	17	Girona	17160	Sant Feliu de Guíxols	30
ES	España	09	Cataluña	17	Girona	17161	Sant Feliu de Pallerols	3
ES	España	09	Cataluña	17	Girona	17163	Sant Gregori	13
ES	España	09	Cataluña	17	Girona	17164	Sant Hilari Sacalm	7
ES	España	09	Cataluña	17	Girona	17167	Sant Joan de les Abadesses	8
ES	España	09	Cataluña	17	Girona	17168	Sant Joan de Mollet	2
ES	España	09	Cataluña	17	Girona	17166	Sant Jordi Desvalls	1
ES	España	09	Cataluña	17	Girona	17903	Sant Julià del Llor i Bonmatí	1
ES	España	09	Cataluña	17	Girona	17169	Sant Julià de Ramis	4
ES	España	09	Cataluña	17	Girona	17172	Sant Martí de Llémena	12
ES	España	09	Cataluña	17	Girona	17173	Sant Martí Vell	2
ES	España	09	Cataluña	17	Girona	17174	Sant Miquel de Campmajor	2
ES	España	09	Cataluña	17	Girona	17175	Sant Miquel de Fluvià	2
ES	España	09	Cataluña	17	Girona	17177	Sant Pau de Segúries	1
ES	España	09	Cataluña	17	Girona	17178	Sant Pere Pescador	2
ES	España	09	Cataluña	17	Girona	17186	Sarrià de Ter	7
ES	España	09	Cataluña	17	Girona	17187	Saus,  Camallera i Llampaies	5
ES	España	09	Cataluña	17	Girona	17188	Selva de Mar, La	2
ES	España	09	Cataluña	17	Girona	17190	Serinyà	2
ES	España	09	Cataluña	17	Girona	17192	Setcases	1
ES	España	09	Cataluña	17	Girona	17193	Sils	5
ES	España	09	Cataluña	17	Girona	17198	Torroella de Fluvià	2
ES	España	09	Cataluña	17	Girona	17199	Torroella de Montgrí	29
ES	España	09	Cataluña	17	Girona	17200	Tortellà	6
ES	España	09	Cataluña	17	Girona	17201	Toses	3
ES	España	09	Cataluña	17	Girona	17202	Tossa de Mar	9
ES	España	09	Cataluña	17	Girona	17204	Ullà	2
ES	España	09	Cataluña	17	Girona	17208	Vall de Bianya, La	2
ES	España	09	Cataluña	17	Girona	17207	Vall d'en Bas, La	7
ES	España	09	Cataluña	17	Girona	17170	Vallfogona de Ripollès	1
ES	España	09	Cataluña	17	Girona	17209	Vall-llobrega	1
ES	España	09	Cataluña	17	Girona	17210	Ventalló	2
ES	España	09	Cataluña	17	Girona	17211	Verges	1
ES	España	09	Cataluña	17	Girona	17213	Vidreres	5
ES	España	09	Cataluña	17	Girona	17214	Vilabertran	1
ES	España	09	Cataluña	17	Girona	17215	Vilablareix	6
ES	España	09	Cataluña	17	Girona	17218	Vilademuls	8
ES	España	09	Cataluña	17	Girona	17220	Viladrau	1
ES	España	09	Cataluña	17	Girona	17221	Vilafant	3
ES	España	09	Cataluña	17	Girona	17223	Vilajuïga	5
ES	España	09	Cataluña	17	Girona	17224	Vilallonga de Ter	1
ES	España	09	Cataluña	17	Girona	17226	Vilamalla	1
ES	España	09	Cataluña	17	Girona	17227	Vilamaniscle	2
ES	España	09	Cataluña	17	Girona	17222	Vilaür	5
ES	España	09	Cataluña	17	Girona	17233	Vilobí d'Onyar	8
ES	España	09	Cataluña	17	Girona	17232	Vilopriu	5
ES	España	09	Cataluña	25	Lleida	25002	Àger	6
ES	España	09	Cataluña	25	Lleida	25003	Agramunt	3
ES	España	09	Cataluña	25	Lleida	25038	Aitona	1
ES	España	09	Cataluña	25	Lleida	25004	Alamús, Els	2
ES	España	09	Cataluña	25	Lleida	25007	Albatàrrec	1
ES	España	09	Cataluña	25	Lleida	25008	Albesa	1
ES	España	09	Cataluña	25	Lleida	25009	Albi, L'	1
ES	España	09	Cataluña	25	Lleida	25011	Alcarràs	2
ES	España	09	Cataluña	25	Lleida	25012	Alcoletge	2
ES	España	09	Cataluña	25	Lleida	25013	Alfarràs	1
ES	España	09	Cataluña	25	Lleida	25016	Alguaire	5
ES	España	09	Cataluña	25	Lleida	25019	Almacelles	4
ES	España	09	Cataluña	25	Lleida	25022	Alòs de Balaguer	2
ES	España	09	Cataluña	25	Lleida	25023	Alpicat	4
ES	España	09	Cataluña	25	Lleida	25024	Alt Àneu	3
ES	España	09	Cataluña	25	Lleida	25033	Artesa de Lleida	1
ES	España	09	Cataluña	25	Lleida	25034	Artesa de Segre	1
ES	España	09	Cataluña	25	Lleida	25037	Avellanes i Santa Linya, Les	1
ES	España	09	Cataluña	25	Lleida	25039	Baix Pallars	5
ES	España	09	Cataluña	25	Lleida	25040	Balaguer	26
ES	España	09	Cataluña	25	Lleida	25041	Barbens	6
ES	España	09	Cataluña	25	Lleida	25046	Belianes	3
ES	España	09	Cataluña	25	Lleida	25047	Bellcaire d'Urgell	2
ES	España	09	Cataluña	25	Lleida	25048	Bell-lloc d'Urgell	1
ES	España	09	Cataluña	25	Lleida	25050	Bellpuig	15
ES	España	09	Cataluña	25	Lleida	25051	Bellver de Cerdanya	4
ES	España	09	Cataluña	25	Lleida	25052	Bellvís	2
ES	España	09	Cataluña	25	Lleida	25053	Benavent de Segrià	2
ES	España	09	Cataluña	25	Lleida	25058	Borges Blanques, Les	7
ES	España	09	Cataluña	25	Lleida	25056	Bovera	1
ES	España	09	Cataluña	25	Lleida	25061	Cabó	1
ES	España	09	Cataluña	25	Lleida	25062	Camarasa	1
ES	España	09	Cataluña	25	Lleida	25067	Castelldans	1
ES	España	09	Cataluña	25	Lleida	25904	Castell de Mur	1
ES	España	09	Cataluña	25	Lleida	25070	Castellserà	3
ES	España	09	Cataluña	25	Lleida	25071	Cava	1
ES	España	09	Cataluña	25	Lleida	25072	Cervera	9
ES	España	09	Cataluña	25	Lleida	25073	Cervià de les Garrigues	1
ES	España	09	Cataluña	25	Lleida	25074	Ciutadilla	3
ES	España	09	Cataluña	25	Lleida	25163	Coma i la Pedra, La	2
ES	España	09	Cataluña	25	Lleida	25161	Conca de Dalt	3
ES	España	09	Cataluña	25	Lleida	25078	Corbins	1
ES	España	09	Cataluña	25	Lleida	25082	Espot	3
ES	España	09	Cataluña	25	Lleida	25085	Estaràs	1
ES	España	09	Cataluña	25	Lleida	25086	Esterri d'Àneu	4
ES	España	09	Cataluña	25	Lleida	25908	Fígols i Alinyà	1
ES	España	09	Cataluña	25	Lleida	25096	Fuliola, La	2
ES	España	09	Cataluña	25	Lleida	25097	Fulleda	1
ES	España	09	Cataluña	25	Lleida	25099	Golmés	1
ES	España	09	Cataluña	25	Lleida	25100	Gósol	1
ES	España	09	Cataluña	25	Lleida	25101	Granadella, La	1
ES	España	09	Cataluña	25	Lleida	25105	Granyena de les Garrigues	1
ES	España	09	Cataluña	25	Lleida	25109	Guimerà	3
ES	España	09	Cataluña	25	Lleida	25903	Guingueta d'Àneu, La	2
ES	España	09	Cataluña	25	Lleida	25110	Guissona	5
ES	España	09	Cataluña	25	Lleida	25115	Isona i Conca Dellà	1
ES	España	09	Cataluña	25	Lleida	25113	Ivars d'Urgell	9
ES	España	09	Cataluña	25	Lleida	25910	Josa i Tuixén	2
ES	España	09	Cataluña	25	Lleida	25119	Juneda	10
ES	España	09	Cataluña	25	Lleida	25121	Les	6
ES	España	09	Cataluña	25	Lleida	25122	Linyola	7
